device_id,UTC_datetime,UTC_date,UTC_time,datatype,satcount,U_bat_mV,bat_soc_pct,solar_I_mA,hdop,Latitude,Longitude,Altitude_m,speed_km_h,direction_deg,temperature_C,mag_x,mag_y,mag_z,acc_x,acc_y,acc_z,
192035,2020-05-19 13:57:51,2020-05-19,13:57:51,GPS,5,3610,0,8,1.2,31.808751999999998,35.158580999999998,763,0,0,44,535,444,369,42,-744,729,
192035,2020-05-19 14:22:29,2020-05-19,14:22:29,SENSORS,,,,,,,,,,,,,,,815,-804,-804,
192035,2020-05-19 14:42:29,2020-05-19,14:42:29,SENSORS,,,,,,,,,,,,,,,815,-804,-804,
192035,2020-05-19 15:02:29,2020-05-19,15:02:29,SENSORS,,,,,,,,,,,,,,,815,-804,-804,
192035,2020-05-19 15:22:29,2020-05-19,15:22:29,SENSORS,,,,,,,,,,,,,,,815,-804,-804,
192035,2020-05-19 15:42:29,2020-05-19,15:42:29,SENSORS,,,,,,,,,,,,,,,815,-804,-804,
192035,2020-05-19 16:02:29,2020-05-19,16:02:29,SENSORS,,,,,,,,,,,,,,,815,-804,-804,
192035,2020-05-19 16:22:29,2020-05-19,16:22:29,SENSORS,,,,,,,,,,,,,,,815,-804,-804,
192035,2020-05-19 16:42:29,2020-05-19,16:42:29,SENSORS,,,,,,,,,,,,,,,815,-804,-804,
192035,2020-05-19 17:12:12,2020-05-19,17:12:12,GPS,0,3669,0,0,0.0,0.000000000000000,0.000000000000000,0,0,0,34,509,864,478,89,-362,953,
192035,2020-05-19 17:22:29,2020-05-19,17:22:29,SENSORS,,,,,,,,,,,,,,,815,-804,-804,
192035,2020-05-19 17:42:29,2020-05-19,17:42:29,SENSORS,,,,,,,,,,,,,,,815,-804,-804,
192035,2020-05-19 18:02:29,2020-05-19,18:02:29,SENSORS,,,,,,,,,,,,,,,815,-804,-804,
192035,2020-05-19 18:22:29,2020-05-19,18:22:29,SENSORS,,,,,,,,,,,,,,,815,-804,-804,
192035,2020-05-20 04:19:11,2020-05-20,04:19:11,GPS,5,3658,0,5,1.9,31.835514000000000,35.132542000000001,828,2,86,32,669,885,26,162,-832,695,
192035,2020-05-20 04:22:31,2020-05-20,04:22:31,SENSORS,,,,,,,,,,,,,,,815,-804,-804,
192035,2020-05-20 04:42:31,2020-05-20,04:42:31,SENSORS,,,,,,,,,,,,,,,815,-804,-804,
192035,2020-05-20 05:02:31,2020-05-20,05:02:31,SENSORS,,,,,,,,,,,,,,,815,-804,-804,
192035,2020-05-20 05:22:31,2020-05-20,05:22:31,SENSORS,,,,,,,,,,,,,,,815,-804,-804,
192035,2020-05-20 05:42:31,2020-05-20,05:42:31,SENSORS,,,,,,,,,,,,,,,815,-804,-804,
192035,2020-05-20 06:02:31,2020-05-20,06:02:31,SENSORS,,,,,,,,,,,,,,,815,-804,-804,
192035,2020-05-20 06:22:31,2020-05-20,06:22:31,SENSORS,,,,,,,,,,,,,,,815,-804,-804,
192035,2020-05-20 06:42:31,2020-05-20,06:42:31,SENSORS,,,,,,,,,,,,,,,815,-804,-804,
192035,2020-05-20 07:02:31,2020-05-20,07:02:31,SENSORS,,,,,,,,,,,,,,,815,-804,-804,
192035,2020-05-20 07:22:31,2020-05-20,07:22:31,SENSORS,,,,,,,,,,,,,,,815,-804,-804,
192035,2020-05-20 07:42:31,2020-05-20,07:42:31,SENSORS,,,,,,,,,,,,,,,815,-804,-804,
192035,2020-05-20 08:02:31,2020-05-20,08:02:31,SENSORS,,,,,,,,,,,,,,,815,-804,-804,
192035,2020-05-20 08:19:39,2020-05-20,08:19:39,GPS,0,3731,16,0,0.0,0.000000000000000,0.000000000000000,0,0,0,41,242,719,410,108,-115,1014,
192035,2020-05-20 08:22:31,2020-05-20,08:22:31,SENSORS,,,,,,,,,,,,,,,815,-804,-804,
192035,2020-05-20 08:42:31,2020-05-20,08:42:31,SENSORS,,,,,,,,,,,,,,,815,-804,-804,
192035,2020-05-20 09:02:31,2020-05-20,09:02:31,SENSORS,,,,,,,,,,,,,,,815,-804,-804,
192035,2020-05-20 09:22:31,2020-05-20,09:22:31,SENSORS,,,,,,,,,,,,,,,815,-804,-804,
192035,2020-05-20 09:42:31,2020-05-20,09:42:31,SENSORS,,,,,,,,,,,,,,,815,-804,-804,
192035,2020-05-20 10:02:31,2020-05-20,10:02:31,SENSORS,,,,,,,,,,,,,,,815,-804,-804,
192035,2020-05-20 10:22:31,2020-05-20,10:22:31,SENSORS,,,,,,,,,,,,,,,815,-804,-804,
192035,2020-05-20 10:42:31,2020-05-20,10:42:31,SENSORS,,,,,,,,,,,,,,,815,-804,-804,
192035,2020-05-20 11:02:31,2020-05-20,11:02:31,SENSORS,,,,,,,,,,,,,,,815,-804,-804,
192035,2020-05-20 11:22:31,2020-05-20,11:22:31,SENSORS,,,,,,,,,,,,,,,815,-804,-804,
192035,2020-05-20 11:42:31,2020-05-20,11:42:31,SENSORS,,,,,,,,,,,,,,,815,-804,-804,
192035,2020-05-20 12:02:31,2020-05-20,12:02:31,SENSORS,,,,,,,,,,,,,,,815,-804,-804,
192035,2020-05-20 12:19:39,2020-05-20,12:19:39,GPS,0,3777,29,0,0.0,0.000000000000000,0.000000000000000,0,0,0,45,876,356,245,41,-423,988,
192035,2020-05-20 12:22:31,2020-05-20,12:22:31,SENSORS,,,,,,,,,,,,,,,815,-804,-804,
192035,2020-05-20 12:42:31,2020-05-20,12:42:31,SENSORS,,,,,,,,,,,,,,,815,-804,-804,
192035,2020-05-20 13:02:31,2020-05-20,13:02:31,SENSORS,,,,,,,,,,,,,,,815,-804,-804,
192035,2020-05-20 13:22:31,2020-05-20,13:22:31,SENSORS,,,,,,,,,,,,,,,815,-804,-804,
192035,2020-05-20 13:42:31,2020-05-20,13:42:31,SENSORS,,,,,,,,,,,,,,,815,-804,-804,
192035,2020-05-20 14:02:31,2020-05-20,14:02:31,SENSORS,,,,,,,,,,,,,,,815,-804,-804,
192035,2020-05-20 14:22:31,2020-05-20,14:22:31,SENSORS,,,,,,,,,,,,,,,815,-804,-804,
192035,2020-05-20 14:42:31,2020-05-20,14:42:31,SENSORS,,,,,,,,,,,,,,,815,-804,-804,
192035,2020-05-20 15:02:31,2020-05-20,15:02:31,SENSORS,,,,,,,,,,,,,,,815,-804,-804,
192035,2020-05-20 15:22:31,2020-05-20,15:22:31,SENSORS,,,,,,,,,,,,,,,815,-804,-804,
192035,2020-05-20 15:42:31,2020-05-20,15:42:31,SENSORS,,,,,,,,,,,,,,,815,-804,-804,
192035,2020-05-20 16:02:31,2020-05-20,16:02:31,SENSORS,,,,,,,,,,,,,,,815,-804,-804,
192035,2020-05-20 16:19:03,2020-05-20,16:19:03,GPS,7,3810,39,0,1.2,31.807137999999998,35.163165999999997,748,0,0,35,407,759,625,191,-412,920,
192035,2020-05-20 16:22:32,2020-05-20,16:22:32,SENSORS,,,,,,,,,,,,,,,815,-804,-804,
192035,2020-05-20 16:42:32,2020-05-20,16:42:32,SENSORS,,,,,,,,,,,,,,,815,-804,-804,
192035,2020-05-20 17:02:29,2020-05-20,17:02:29,GPS,7,3816,40,0,1.0,31.807124999999999,35.163348999999997,765,0,0,33,815,831,443,174,-419,918,
192035,2020-05-20 23:03:42,2020-05-20,23:03:42,GPS,3,3813,39,0,1.8,31.807096000000001,35.163189000000003,731,0,0,32,83,925,443,-152,27,1005,
192035,2020-05-20 23:03:42,2020-05-20,23:03:42,SENSORS,,,,,,,,,,,,,,,-134,17,1004,
192035,2020-05-20 23:23:42,2020-05-20,23:23:42,SENSORS,,,,,,,,,,,,,,,-33,-288,974,
192035,2020-05-20 23:43:42,2020-05-20,23:43:42,SENSORS,,,,,,,,,,,,,,,95,-267,965,
192035,2020-05-21 00:03:42,2020-05-21,00:03:42,SENSORS,,,,,,,,,,,,,,,207,-371,929,
192035,2020-05-21 00:23:42,2020-05-21,00:23:42,SENSORS,,,,,,,,,,,,,,,175,-396,923,
192035,2020-05-21 00:43:42,2020-05-21,00:43:42,SENSORS,,,,,,,,,,,,,,,159,-411,909,
192035,2020-05-21 01:03:42,2020-05-21,01:03:42,SENSORS,,,,,,,,,,,,,,,159,-406,917,
192035,2020-05-21 01:23:42,2020-05-21,01:23:42,SENSORS,,,,,,,,,,,,,,,191,-409,908,
192035,2020-05-21 01:43:42,2020-05-21,01:43:42,SENSORS,,,,,,,,,,,,,,,175,-404,917,
192035,2020-05-21 02:03:42,2020-05-21,02:03:42,SENSORS,,,,,,,,,,,,,,,63,-487,889,
192035,2020-05-21 02:23:42,2020-05-21,02:23:42,SENSORS,,,,,,,,,,,,,,,-129,-359,939,
192035,2020-05-21 02:43:42,2020-05-21,02:43:42,SENSORS,,,,,,,,,,,,,,,-49,-630,795,
192035,2020-05-21 02:44:41,2020-05-21,02:44:41,GPS,6,3802,36,0,1.6,31.807155999999999,35.163184999999999,748,0,0,30,892,374,436,-25,-266,972,
192035,2020-05-21 03:03:43,2020-05-21,03:03:43,SENSORS,,,,,,,,,,,,,,,351,-339,892,
192035,2020-05-21 03:23:43,2020-05-21,03:23:43,SENSORS,,,,,,,,,,,,,,,-65,-569,826,
192035,2020-05-21 03:43:43,2020-05-21,03:43:43,SENSORS,,,,,,,,,,,,,,,15,-698,772,
192035,2020-05-21 03:44:09,2020-05-21,03:44:09,GPS,5,3796,35,0,1.8,31.835561999999999,35.132140999999997,822,0,0,31,319,299,221,170,-338,933,
192035,2020-05-21 04:03:43,2020-05-21,04:03:43,SENSORS,,,,,,,,,,,,,,,-33,-735,709,
192035,2020-05-21 04:23:43,2020-05-21,04:23:43,SENSORS,,,,,,,,,,,,,,,-193,-798,595,
192035,2020-05-21 04:43:43,2020-05-21,04:43:43,SENSORS,,,,,,,,,,,,,,,-17,-576,1667,
192035,2020-05-21 04:45:25,2020-05-21,04:45:25,GPS,8,3813,39,0,1.3,31.834875000000000,35.135975000000002,861,0,339,34,516,801,258,200,-829,610,
192035,2020-05-21 05:03:42,2020-05-21,05:03:42,SENSORS,,,,,,,,,,,,,,,-289,-217,1007,
192035,2020-05-21 05:23:42,2020-05-21,05:23:42,SENSORS,,,,,,,,,,,,,,,287,-282,1107,
192035,2020-05-21 05:43:42,2020-05-21,05:43:42,SENSORS,,,,,,,,,,,,,,,239,-111,962,
192035,2020-05-21 05:43:42,2020-05-21,05:43:42,SENSORS,,,,,,,,,,,,,,,129,-103,952,
192035,2020-05-21 05:43:42,2020-05-21,05:43:42,SENSORS,,,,,,,,,,,,,,,326,29,1095,
192035,2020-05-21 05:43:42,2020-05-21,05:43:42,SENSORS,,,,,,,,,,,,,,,208,-94,945,
192035,2020-05-21 05:43:42,2020-05-21,05:43:42,SENSORS,,,,,,,,,,,,,,,255,-21,996,
192035,2020-05-21 05:43:42,2020-05-21,05:43:42,SENSORS,,,,,,,,,,,,,,,225,-23,1007,
192035,2020-05-21 05:43:42,2020-05-21,05:43:42,SENSORS,,,,,,,,,,,,,,,345,121,1023,
192035,2020-05-21 05:43:42,2020-05-21,05:43:42,SENSORS,,,,,,,,,,,,,,,77,-30,885,
192035,2020-05-21 05:43:42,2020-05-21,05:43:42,SENSORS,,,,,,,,,,,,,,,322,42,1010,
192035,2020-05-21 05:43:42,2020-05-21,05:43:42,SENSORS,,,,,,,,,,,,,,,286,195,1016,
192035,2020-05-21 05:43:42,2020-05-21,05:43:42,SENSORS,,,,,,,,,,,,,,,95,-218,938,
192035,2020-05-21 05:43:42,2020-05-21,05:43:42,SENSORS,,,,,,,,,,,,,,,154,96,960,
192035,2020-05-21 05:43:42,2020-05-21,05:43:42,SENSORS,,,,,,,,,,,,,,,185,37,953,
192035,2020-05-21 05:43:42,2020-05-21,05:43:42,SENSORS,,,,,,,,,,,,,,,150,84,1102,
192035,2020-05-21 05:43:42,2020-05-21,05:43:42,SENSORS,,,,,,,,,,,,,,,216,54,958,
192035,2020-05-21 05:43:42,2020-05-21,05:43:42,SENSORS,,,,,,,,,,,,,,,213,92,1000,
192035,2020-05-21 05:43:42,2020-05-21,05:43:42,SENSORS,,,,,,,,,,,,,,,142,66,949,
192035,2020-05-21 05:43:42,2020-05-21,05:43:42,SENSORS,,,,,,,,,,,,,,,475,239,1074,
192035,2020-05-21 05:43:42,2020-05-21,05:43:42,SENSORS,,,,,,,,,,,,,,,75,119,950,
192035,2020-05-21 05:43:42,2020-05-21,05:43:42,SENSORS,,,,,,,,,,,,,,,288,14,979,
192035,2020-05-21 05:43:42,2020-05-21,05:43:42,SENSORS,,,,,,,,,,,,,,,209,82,995,
192035,2020-05-21 05:43:42,2020-05-21,05:43:42,SENSORS,,,,,,,,,,,,,,,233,60,1017,
192035,2020-05-21 05:43:42,2020-05-21,05:43:42,SENSORS,,,,,,,,,,,,,,,204,16,1007,
192035,2020-05-21 05:43:42,2020-05-21,05:43:42,SENSORS,,,,,,,,,,,,,,,189,30,1028,
192035,2020-05-21 05:43:43,2020-05-21,05:43:43,SENSORS,,,,,,,,,,,,,,,357,16,1094,
192035,2020-05-21 05:43:43,2020-05-21,05:43:43,SENSORS,,,,,,,,,,,,,,,264,186,967,
192035,2020-05-21 05:43:43,2020-05-21,05:43:43,SENSORS,,,,,,,,,,,,,,,247,1,958,
192035,2020-05-21 05:43:43,2020-05-21,05:43:43,SENSORS,,,,,,,,,,,,,,,299,-78,1023,
192035,2020-05-21 05:43:43,2020-05-21,05:43:43,SENSORS,,,,,,,,,,,,,,,271,-182,1071,
192035,2020-05-21 05:43:43,2020-05-21,05:43:43,SENSORS,,,,,,,,,,,,,,,289,-242,952,
192035,2020-05-21 05:43:43,2020-05-21,05:43:43,SENSORS,,,,,,,,,,,,,,,255,-152,948,
192035,2020-05-21 05:43:43,2020-05-21,05:43:43,SENSORS,,,,,,,,,,,,,,,122,187,1214,
192035,2020-05-21 05:43:43,2020-05-21,05:43:43,SENSORS,,,,,,,,,,,,,,,383,136,1158,
192035,2020-05-21 05:43:43,2020-05-21,05:43:43,SENSORS,,,,,,,,,,,,,,,85,-42,1090,
192035,2020-05-21 05:43:43,2020-05-21,05:43:43,SENSORS,,,,,,,,,,,,,,,63,-117,963,
192035,2020-05-21 05:43:43,2020-05-21,05:43:43,SENSORS,,,,,,,,,,,,,,,150,-24,798,
192035,2020-05-21 05:43:43,2020-05-21,05:43:43,SENSORS,,,,,,,,,,,,,,,175,115,795,
192035,2020-05-21 05:43:43,2020-05-21,05:43:43,SENSORS,,,,,,,,,,,,,,,235,-62,1075,
192035,2020-05-21 05:43:43,2020-05-21,05:43:43,SENSORS,,,,,,,,,,,,,,,249,489,1311,
192035,2020-05-21 05:43:43,2020-05-21,05:43:43,SENSORS,,,,,,,,,,,,,,,-422,201,1005,
192035,2020-05-21 05:43:43,2020-05-21,05:43:43,SENSORS,,,,,,,,,,,,,,,463,18,1168,
192035,2020-05-21 05:43:43,2020-05-21,05:43:43,SENSORS,,,,,,,,,,,,,,,104,-94,917,
192035,2020-05-21 05:43:43,2020-05-21,05:43:43,SENSORS,,,,,,,,,,,,,,,191,-43,904,
192035,2020-05-21 05:43:43,2020-05-21,05:43:43,SENSORS,,,,,,,,,,,,,,,175,78,910,
192035,2020-05-21 05:43:43,2020-05-21,05:43:43,SENSORS,,,,,,,,,,,,,,,283,109,969,
192035,2020-05-21 05:43:43,2020-05-21,05:43:43,SENSORS,,,,,,,,,,,,,,,189,259,1036,
192035,2020-05-21 05:43:43,2020-05-21,05:43:43,SENSORS,,,,,,,,,,,,,,,-81,91,925,
192035,2020-05-21 05:43:43,2020-05-21,05:43:43,SENSORS,,,,,,,,,,,,,,,353,49,982,
192035,2020-05-21 05:43:44,2020-05-21,05:43:44,SENSORS,,,,,,,,,,,,,,,-225,-10,1023,
192035,2020-05-21 05:43:44,2020-05-21,05:43:44,SENSORS,,,,,,,,,,,,,,,119,-69,1004,
192035,2020-05-21 05:43:44,2020-05-21,05:43:44,SENSORS,,,,,,,,,,,,,,,111,-21,1014,
192035,2020-05-21 05:43:44,2020-05-21,05:43:44,SENSORS,,,,,,,,,,,,,,,144,-13,1010,
192035,2020-05-21 05:43:44,2020-05-21,05:43:44,SENSORS,,,,,,,,,,,,,,,127,-62,979,
192035,2020-05-21 05:43:44,2020-05-21,05:43:44,SENSORS,,,,,,,,,,,,,,,228,106,1081,
192035,2020-05-21 05:43:44,2020-05-21,05:43:44,SENSORS,,,,,,,,,,,,,,,144,138,1037,
192035,2020-05-21 05:43:44,2020-05-21,05:43:44,SENSORS,,,,,,,,,,,,,,,2,-129,958,
192035,2020-05-21 05:43:44,2020-05-21,05:43:44,SENSORS,,,,,,,,,,,,,,,351,-52,954,
192035,2020-05-21 05:43:44,2020-05-21,05:43:44,SENSORS,,,,,,,,,,,,,,,131,103,1044,
192035,2020-05-21 05:43:44,2020-05-21,05:43:44,SENSORS,,,,,,,,,,,,,,,143,-58,961,
192035,2020-05-21 05:43:44,2020-05-21,05:43:44,SENSORS,,,,,,,,,,,,,,,139,-14,977,
192035,2020-05-21 05:43:45,2020-05-21,05:43:45,SENSORS,,,,,,,,,,,,,,,-1,-193,987,
192035,2020-05-21 05:43:45,2020-05-21,05:43:45,SENSORS,,,,,,,,,,,,,,,194,252,1176,
192035,2020-05-21 05:43:45,2020-05-21,05:43:45,SENSORS,,,,,,,,,,,,,,,-249,65,1030,
